,JobType,JobTemplateId,Abandon Count,Completion Count,Failed Count,Fatal Error Count,,CharacterId,Abandon Count,Completion Count
Deliver 20 units of Coal to Saint Denis,Deposit,541,2,28,0,0,,18341,3,20
Deliver 20 units of Coal to Roanoke Rail Construction,Deposit,547,2,28,0,0,,21977,3,28
Bring 2 Duck Carcasses to the butcher in Saint Denis,Hunting,934,1,28,0,0,,18168,3,44
10 Parasol Mushrooms requested at Saint Denis Medical,Deposit,155,5,28,0,0,,20684,2,16
5 Wild Mint needed at the Colter Saloon,Deposit,291,1,28,0,0,,22028,2,27
Deliver 20 units of Coal to Roanoke Rail Construction,Deposit,548,1,28,0,0,,22016,2,6
Bring 4 Coyote Carcasses to the Strawberry Butcher,Hunting,962,8,28,0,0,,23989,2,3
Deliver 3 Burned Potatoes to Hotbox 3,Deposit,274,2,28,0,0,,23431,1,0
Deliver 20 units of Coal to Benedict Point,Deposit,569,8,28,1,0,,22555,1,3
Deliver 25 Wood Shavings to the Van Horn Fishmonger,Deposit,616,7,28,0,0,,23678,1,0
Crates of 10 bottles of Moonshine each to be dropped of at 5 separate locations,Delivery,747,1,28,18,0,,21458,1,6
Bring 3 Whitetail Deer Carcasses to the Blackwater Butcher,Hunting,990,2,28,0,0,,23475,1,0
Bring 2 Pronghorn Carcasses to the butcher at Valentine,Hunting,1009,0,28,0,0,,14584,1,0
Bring 5 Hot Ale Flips to the Colter Saloon,Deposit,69,3,29,0,0,,20838,11,38
Bring 10 Black Currants to the Rhodes Medical Office,Deposit,136,3,29,0,0,,11982,8,99
Bring 5 Hot Ale Flips to the Colter Saloon,Deposit,68,0,29,0,0,,21086,7,35
Bring 15 Cardinal Flowers to the Armadillo Medical Tents,Deposit,138,1,29,0,0,,16329,6,18
5 Agarita Wildflower needed at the Emerald Speakeasy,Deposit,253,2,29,0,0,,18617,6,66
Bring 1 Rabbit and 1 Deer Carcass to the butcher in Strawberry,Hunting,943,1,29,0,0,,5717,5,31
15 Bitterweed to be brought to Armadillo Medical,Deposit,121,2,29,0,0,,20730,3,7
Bring 3 Torches to the Inner Barn,Deposit,317,0,29,0,1,,21421,3,39
Travel to Ridgewood Farm and help out with chores,RanchChores,891,3,29,0,0,,8061,3,33
Deliver 20 Oranges to Valentine,Deposit,1254,1,29,0,0,,20707,3,1
Deliver 20 Flint to the Gunsmith in Armadillo,Deposit,1327,1,29,0,0,,22694,3,5
Deliver 10 Desert Sage to the Saint Denis Greenhouse,Deposit,431,6,29,0,0,,22017,2,22
Bring 4 Coyote Carcasses to the Strawberry Butcher,Hunting,1023,8,29,0,0,,21390,2,1
Bring 40 Teeth to the old hut in the Grizzlies,Deposit,210,3,29,0,0,,20813,1,36
Deliver 20 units of Coal to Cornwall Kerosene & Tar,Deposit,536,5,29,0,0,,23934,1,0
Deliver 20 units of Coal to Van Horn,Deposit,545,2,29,0,0,,20641,1,4
Bring 4 Coyote Carcasses to the Tumbleweed Butcher,Hunting,997,6,29,0,0,,23337,1,2
Deliver 1 stick of Dynamite to the canyons of Hennigan's Stead,Deposit,1295,2,29,0,0,,5186,1,0
Bring 10 Wild Rhubarb to Valentine Medical Office,Deposit,100,3,30,0,0,,21352,23,26
Bring 40 Toe Nails to the Old Hut in the Grizzlies,Deposit,207,2,30,1,0,,18463,7,11
Deliver 30 units of Raw Fluorite to Riggs Station.,Deposit,1111,5,30,0,0,,8953,6,2
10 Bird Feathers requested at Wapiti Village,Deposit,192,5,30,0,0,,19168,5,2
5 Agarita Wildflowers needed at the Emerald Speakeasy,Deposit,254,3,30,0,0,,22178,4,50
Deliver 30 units of coal in crates to 4 locations,Delivery,643,11,30,0,0,,21511,3,31
Travel to Downes Ranch and help out with chores.,RanchChores,1211,83,30,0,0,,22359,3,7
Bring 15 Cardinal Flowers to the Armadillo Medical Tents,Deposit,140,2,30,1,0,,22018,2,0
15 Servings of Lemonade NEEDED at the Tumbleweed General Store,Deposit,243,6,30,0,0,,5106,2,3
Bring 1 Opossum Carcass to the Butcher's Creek Butcher,Hunting,905,8,30,0,0,,23676,2,8
Bring 3 Whitetail Deer Carcasses to the Strawberry Butcher,Hunting,1032,0,30,0,0,,23545,2,1
Deliver 5 pieces of Fry Bread to the Colter Saloon,Deposit,77,1,30,0,0,,15108,1,3
Deliver 5 Servings of Potato Soup to the saloon in Tumbleweed,Deposit,466,2,30,0,0,,23858,1,1
Deliver 30 bottles of Moonshine to the Annesburg Docks,Deposit,510,0,31,0,0,,19616,51,135
Bring 20 Potatoes to the Arrival Dock,Deposit,250,1,31,0,1,,22167,13,28
Deliver 30 Units of Raw Ammolite to the Blackwater Gunstore,Deposit,897,3,31,0,0,,21543,8,35
8 Yarrow to the Blackwater Medical Tents,Deposit,93,3,31,0,0,,20787,4,2
Deliver 20 units of Coal to Riggs Station,Deposit,553,2,31,0,0,,21509,4,56
40 Bandages needed at Fort Wallace posthaste!,Deposit,56,3,31,0,0,,23309,3,7
Bring a Cougar Carcass to Saint Denis,Hunting,927,10,31,0,0,,20549,3,26
Macfarlane's Ranch has work for you to complete.,RanchChores,1245,1,31,0,0,,103,3,19
5 Agarita Wildflowers needed at the Emerald Speakeasy,Deposit,251,2,31,0,0,,23547,2,7
Deliver 5 bottles of Moonshine to the house at Lake Don Julio,Deposit,389,1,31,0,0,,20770,2,10
Bring 2 Skunk Carcasses to the butcher in Blackwater,Hunting,963,18,31,0,0,,18547,2,14
Deliver 30 oranges to the general store in Blackwater,Deposit,1252,0,31,0,0,,23799,2,15
Bring 10 Wild Rhubarbs to Valentine Medical Office,Deposit,99,2,31,0,0,,23303,1,3
Deliver 5 Wild Feverfew to the Rhodes Medical Office,Deposit,110,4,31,0,0,,21789,1,5
Bring 2 Duck Carcasses to the butcher in Wapiti Village,Hunting,920,11,31,0,0,,23746,1,11
Bring 4 Coyote Carcasses to the Rhodes Butcher,Hunting,1021,15,31,0,0,,11231,1,4
Deliver 20 Oregano to the Tumbleweed General Store,Deposit,302,0,32,0,0,,14267,12,346
Bring 10 Milkweeds to the Valentine Medical Office,Deposit,123,6,32,0,0,,22140,11,18
Deliver 2 Torches to the Incinerator,Deposit,261,2,32,0,0,,22119,8,89
10 Parasol Mushrooms requested at Saint Denis Medical,Deposit,159,5,32,0,0,,23339,5,2
Deliver 20 units of Coal to Emerald Station,Deposit,537,1,32,0,0,,898,5,79
Deliver 20 units of Coal to Cornwall Kerosene & Tar,Deposit,534,0,32,0,0,,20837,4,1
Deliver 10 glasses of Long Island Iced Tea to the Rhodes Parlour House,Deposit,74,2,32,0,0,,22322,3,27
Bring 15 Cardinal Flowers to the Armadillo Medical Tents,Deposit,139,3,32,0,0,,23886,3,10
7 Golden Currants needed at Armadillo Medical Tents,Deposit,150,1,32,0,0,,13170,2,6
Deliver 60 ROLLED CIGARETTES to the Saloon in Tumbleweed,Deposit,434,5,32,0,0,,19610,2,1
Deliver 2 Gold Bars to the Abandoned Mansion near Van Horn,Deposit,507,4,32,1,1,,16371,2,5
Deliver 20 units of Coal to Macfarlane Station,Deposit,564,5,32,0,0,,17893,2,0
Bring 4 good or perfect Deer Hides to the Strawberry Butcher,Hunting,1011,11,32,0,0,,18653,2,4
Deliver 5 Strong Carnivore Baits to Manzanita Post,Deposit,378,1,32,0,0,,23652,1,4
Bring 4 Small Gator Carcasses to the butcher in Rhodes,Hunting,932,12,32,0,0,,9140,1,4
Bring 3 Whitetail Deer Carcasses to Thieves Landing,Hunting,1038,8,32,0,0,,23895,1,9
Bring 10 Cut Rubies to Butcher's Creek,Deposit,1151,2,32,1,0,,4746,1,3
Deliver 15 bottles of Moonshine to a basement in Benedict Point,Deposit,359,4,33,1,0,,20279,30,167
Deliver 15 Vials of Blood to the Saint Denis Medical Office.,Deposit,816,5,33,0,0,,21391,8,13
Deliver 20 units of Coal to Saint Denis,Deposit,542,1,33,0,0,,20423,7,41
Deliver 35 bottles of Moonshine to Gaptooth Mine,Deposit,1294,6,33,0,0,,20650,4,24
Deliver 10 bottles of Moonshine in crates to 5 customers,Delivery,740,5,33,14,0,,23251,2,10
Bring 2 Pronghorn Deer Carcasses to Armadillo Butcher,Hunting,995,0,33,0,0,,15852,2,36
Please deliver 10 bottles of the finest milk to Adler Ranch in northern Ambarino.,Deposit,48,5,33,0,0,,17529,1,0
10 Potatoes needed at Fort Wallace posthaste!,Deposit,53,3,33,0,0,,14818,1,0
10 Potatoes needed at Fort Wallace posthaste!,Deposit,54,3,33,0,0,,21733,1,2
15 Glasses of Lemonade are needed at the Tumbleweed General Store,Deposit,242,4,33,0,0,,18487,1,3
Deliver 10 bottles of Moonshine to Quaker's Cove,Deposit,382,2,34,0,0,,22153,31,53
Deliver 15 Vials of Blood to Blackwater Medical,Deposit,1060,2,34,0,0,,20167,23,171
Bring 5 Chickens to the butcher in Saint Denis,Hunting,957,1,34,0,0,,16150,7,31
8 Yarrow to the Blackwater Medical Tents,Deposit,90,1,34,0,0,,22488,5,9
15 American Ginseng to be delivered to Saint Denis Medical Office,Deposit,113,2,34,0,0,,19350,4,29
Bring 8 Burdock Root to the Strawberry Medical Office,Deposit,127,1,34,0,0,,20784,4,8
Deliver 15 bottles of Moonshine to a basement in Benedict Point,Deposit,358,2,34,0,0,,23665,3,25
Crates of 30 Coal needed at 5 Locations,Delivery,639,16,34,1,0,,20380,3,5
Deliver 10 units of Coal in crates to 2 customers,Delivery,646,7,34,1,0,,21741,2,5
Deliver 10 Vials of Blood to the strange shack in the East Grizzlies.,Deposit,813,3,34,1,0,,22801,2,43
Deliver 10 crated Moonshine to a couple of swamp customers.,Delivery,1341,17,34,3,0,,15742,2,18
5 Hearty Bowls of Potato Soup to be brought to the Valentine Church,Deposit,4,6,34,0,0,,4412,1,13
10 Potatoes needed at Fort Wallace posthaste!,Deposit,51,3,34,0,0,,5629,1,15
Deliver 5 Bowls of Fish Stew to the Saint Denis Soup Kitchen,Deposit,219,4,34,0,0,,15956,1,114
Bring 5 Wisteria to the Saint Denis Graveyard,Deposit,229,8,34,0,0,,10181,1,2
10 Texas Bluebonnets requested at Caliga Hall,Deposit,259,3,34,0,0,,19276,1,10
5 Agarita Wildflower requested at Painted Sky Ranch,Deposit,276,1,34,0,0,,21647,1,0
Dump 10 Dirt and Pebbles in the Graveyard,Deposit,314,1,34,0,1,,12533,1,0
Crates of 20 units of Coal each to be delivered to Quaker's Cove and Manzanita Post,Delivery,628,6,34,0,0,,21375,1,23
Travel to Downes Ranch and help out with chores.,RanchChores,1213,51,34,0,0,,21646,1,0
Deliver 15 units of Crated Coal to 4 locations across New Austin,Delivery,626,4,35,1,0,,19527,16,81
Travel to Maclean's Ranch and help out with chores.,RanchChores,873,7,35,0,0,,18504,8,124
20 Cardinal Flowers needed at Braithwaite Manor,Deposit,269,0,35,0,0,,17136,7,37
Bestow 1 Bible to the Outer Barn,Deposit,27,0,35,0,0,,21180,4,17
Bring 10 Chanterlle to the House at Lake Don Julio,Deposit,285,2,35,0,0,,5088,4,9
Deliver 20 units of Coal to Flatneck Station,Deposit,559,1,35,0,0,,20902,4,16
Bring 2 Duck Carcasses to the butcher in Saint Denis,Hunting,935,8,35,3,0,,21756,4,33
Deliver 20 units of Coal to Saint Denis,Deposit,540,0,35,0,0,,23641,3,48
Deliver 5 bottles of Moonshine to Flatneck Station,Deposit,1334,2,35,0,0,,21946,3,0
Crates of 10 Bottles of Moonshine needed at 5 Drop Points,Delivery,733,6,35,12,0,,11279,2,18
Bring 4 Coyote Carcasses to the Armadillo Butcher,Hunting,994,7,35,0,0,,16931,2,103
Bring 5 Bowls of Peach Cobbler to Colter,Deposit,87,1,35,0,0,,22807,1,0
Deliver Crates of 40 Coal each to 5 locations from Blackwater to northern Ambarino.,Delivery,629,16,35,0,0,,19560,1,0
Deliver 15 Vials of Blood to Blackwater Medical,Deposit,817,12,35,0,0,,21324,1,54
Bring 3 Pronghorn Carcasses to the Butcher in Thieves Landing,Hunting,954,3,35,0,0,,14156,1,14
Macfarlane's Ranch has work for you to complete.,RanchChores,1240,10,35,0,0,,9806,1,0
5 Pieces of Indian Tobacco needed at Armadillo Depot,Deposit,33,3,36,0,0,,20699,6,23
Bring 1 Snapping Turtle to the butcher in Saint Denis,Hunting,948,4,36,0,0,,23258,5,17
Bring 5 Potatoes to the Graveyard,Deposit,315,1,36,0,0,,20159,4,5
Deliver 2 Alpine Goat carcasses to the butcher in Butcher's Creek,Hunting,1332,4,36,0,0,,11109,4,9
Deliver 10 bottles of crated Moonshine to 5 locations from north to south.,Delivery,744,6,36,7,0,,5079,3,3
Bring 4 Pronghorn Deer Carcasses to Blackwater,Hunting,1043,8,36,0,0,,23528,2,15
7 Golden Currant Needed at Armadillo Medical Tents,Deposit,149,3,36,0,0,,20326,1,10
Deliver 5 Bowls of Wheat Milk to the Saint Denis Soup Kitchen,Deposit,228,3,36,0,0,,20410,1,14
Deliver 10 pieces of Chopped Wood to the Colter Freight Depot,Deposit,107,2,37,1,0,,5544,8,194
Deliver 10 English Mace to the Rhodes Medical Office,Deposit,143,0,37,1,0,,15094,8,38
Deliver 15 bottles of Moonshine to a basement in Benedict Point,Deposit,360,3,37,0,0,,20075,8,92
Deliver 20 units of Coal to Van Horn,Deposit,543,0,37,0,0,,21931,8,127
Bring 5 Agarita Wildflowers to the Strawberry Medical Office,Deposit,147,0,37,0,0,,14866,7,19
Bring 5 Potatoes to the Arrival Dock,Deposit,244,2,37,0,0,,23506,6,29
Deliver 10 bottles of Moonshine to the lab in Roanoke,Deposit,1335,0,37,0,0,,19252,4,50
Bring 20 Sticks to the Incinerator,Deposit,266,1,37,0,0,,18163,3,14
Bring 4 Pronghorn Carcasses to Strawberry Butcher,Hunting,1046,4,37,0,0,,20220,3,8
Bring 1 Perfect Cougar Pelt to the butcher in Armadillo,Hunting,1329,8,37,0,0,,20435,3,19
Bring 10 Texas Bluebonnets to the Roadside Caravan in Roanoke,Deposit,213,3,37,0,1,,21113,2,13
Deliver 5 Strong Carnivore Baits to Manzanita Post,Deposit,380,8,37,0,0,,16075,2,1
Bring 4 Pig Carcasses to the butcher in Strawberry,Hunting,1066,17,37,0,0,,22421,2,118
Bring 20 Pieces of Junk to the Laboratory in Roanoke,Deposit,181,9,37,0,0,,17249,1,0
Deliver 20 units of Coal to Emerald Station,Deposit,539,0,37,0,0,,22917,1,4
Deliver a Crate with 20 Coal to 6 separate locations across Ambarino.,Delivery,610,11,37,0,0,,23957,1,2
Deliver 15 Vials of Blood to the Laboratory in Roanoke,Deposit,811,14,37,0,0,,23677,1,3
Drop off crates containing 30 Coal to 6 customers from the Plains to Roanoke.,Delivery,893,5,37,1,0,,18854,1,14
Bring 4 Coyote Carcasses to the Strawberry Butcher,Hunting,924,10,37,0,0,,23662,1,3
Deliver 10 crated Moonshine to 5 customers.,Delivery,1297,13,37,18,0,,15958,1,2
Deliver 30 Dice to the saloon north of Emerald Ranch,Deposit,457,6,38,0,0,,15896,6,35
Haul 20 units of Coal to the undertaker in Rhodes,Deposit,1142,2,38,0,0,,7380,5,54
Crates of 20 Coal each needed at 6 locations,Delivery,630,11,38,0,0,,23526,4,10
Travel to Ridgewood Farm and help out with chores.,RanchChores,1232,7,38,0,0,,23026,4,3
Deliver 40 Flint to the Blackwater construction site,Deposit,1326,3,38,0,0,,23667,4,41
Haul 20 units of Coal to Armadillo,Deposit,298,4,38,0,0,,22672,3,14
Deliver 10 bottles of Moonshine to Hanging Dog,Deposit,361,2,38,0,0,,10125,1,3
Deliver 60 Rolled Cigarettes in crates to 4 customers.,Delivery,703,8,38,0,0,,21438,1,5
Bring 3 Whitetail Deer Carcasses to the Blackwater Butcher,Hunting,903,4,38,0,0,,7256,1,3
Bring 4 Small Gator Carcasses to the butcher in Saint Denis,Hunting,1013,9,38,0,0,,23634,1,10
Bring 4 Pronghorn Carcasses to Strawberry Butcher,Hunting,1047,1,38,0,0,,23481,1,0
Bring 3 Bison Pelts to the butcher in Rhodes,Hunting,1161,16,39,4,0,,4366,7,9
Deliver 30 bottles of Moonshine to Le Lion D'or in Saint Denis.,Deposit,1287,0,39,0,0,,5557,7,65
Deliver a Crate with 20 Coal to Butcher's Creek and the Saint Denis Docks,Delivery,611,5,39,0,0,,20764,6,75
Deliver 20 units of Coal to Valentine Station,Deposit,531,2,39,0,0,,24033,4,4
Bring 3 Whitetail Deer Carcasses to the Blackwater Butcher,Hunting,900,1,39,0,0,,22765,4,2
Deliver 5 bottles of Moonshine to Dakota Ranch,Deposit,440,2,39,0,0,,11871,3,13
"Deliver 40 units of Crated Coal to Valentine, Strawberry, Manzanita, and Armadillo.",Delivery,625,9,39,0,0,,20912,3,12
Bring 1 Rabbit & 1 Deer Carcass to the butcher in Saint Denis,Hunting,941,1,39,0,0,,21195,3,40
Deliver 10 bottles of Moonshine to Quaker's Cove,Deposit,384,0,39,0,0,,12561,2,27
2 Drop-Offs of 20 crated coal each.,Delivery,647,10,39,0,0,,23494,2,23
Deliver 20 Vials of Blood to Blackwater Medical,Deposit,1061,4,39,0,0,,7795,2,56
Bring 5 Hot Ale Flips to the Colter Saloon,Deposit,67,2,39,0,0,,22935,1,1
Bring 20 Oregano to Saint Denis Medical,Deposit,182,1,39,0,0,,21639,1,1
Deliver 20 Oregano to the Tumbleweed General Store,Deposit,301,0,39,0,0,,12634,1,9
Deliver 10 bottles of Moonshine to Bacchus Station,Deposit,506,0,39,0,0,,3782,1,0
Bring 10 Texas Bluebonnets to the Roadside Caravan in Roanoke,Deposit,215,3,40,1,0,,13943,3,19
Bring 10 Potatoes to the Arrival Dock,Deposit,246,2,40,0,0,,2949,3,20
Deliver 5 bottles of Moonshine to the house at Lake Don Julio,Deposit,388,2,40,1,0,,21315,2,0
Bring 2 Duck Carcasses to the butcher in Saint Denis,Hunting,933,9,40,0,0,,21795,2,3
Bring 2 Rabbit Carcasses to the butcher in Saint Denis,Hunting,940,8,40,0,0,,20693,2,14
Bring 10 Wild Rhubarb to the Valentine Medical Office,Deposit,98,1,40,0,0,,23199,1,0
Deliver 5 bowls of Potato Soup to the saloon in Tumbleweed,Deposit,467,8,40,0,0,,14467,1,9
Travel to Beecher's Hope and help out with chores.,RanchChores,1228,3,40,0,0,,21618,1,3
Deliver 20 units of Coal to Valentine Station,Deposit,532,3,41,0,0,,10071,5,115
Bring 5 bowls of Peach Cobbler to the Colter Saloon,Deposit,83,6,41,0,0,,22999,4,5
Deliver 8 Grilled Bananas to the Fortune Teller,Deposit,329,22,41,0,0,,22627,3,25
Deliver 20 Oranges to Smithfield's in Valentine,Deposit,1255,0,41,0,0,,15798,3,80
Deliver 5 Strong Carnivore Bait to Manzanita Post,Deposit,381,4,41,0,0,,22399,2,19
Deliver a Crate with 100 units of Coal to 2 locations.,Delivery,619,6,41,1,0,,18174,2,6
Crates with 25 Coal each to be delivered to 3 customers,Delivery,623,13,41,0,0,,23079,2,13
Bring 5 Agarita Wildflowers to the Strawberry Medical Office,Deposit,145,1,41,0,0,,23437,1,1
Deliver 10 bottles of Moonshine to Cholla Spings,Deposit,386,1,41,0,0,,3674,1,2
Deliver 20 units of Coal to Armadillo Train Station,Deposit,574,4,41,0,0,,22145,1,2
Deliver 15 Vials of Blood to the Laboratory in Roanoke,Deposit,812,9,41,0,0,,20444,1,6
Bring 4 Rabbit Carcasses to the butcher in Valentine,Hunting,917,5,41,0,0,,23036,1,9
Macfarlane's Ranch has work for you to complete.,RanchChores,1243,1,41,0,0,,22747,1,8
Deliver 15 bottles of Moonshine to the Colter Saloon,Deposit,450,7,42,1,0,,19071,28,192
Deliver 20 units of Coal to Roanoke Rail Construction,Deposit,546,1,42,1,0,,22512,9,2
Deliver 10 Worms to the Mess Hall,Deposit,220,1,42,0,0,,23782,5,3
40 Pieces of Tobacco to be brought to Blackwater Freight Depot,Deposit,25,0,42,0,0,,8467,4,55
The Parlour House in Rhodes seeks delivery of 20 oranges,Deposit,1250,0,42,0,0,,20153,4,8
Deliver 25 oranges to Annesburg,Deposit,1251,1,42,0,0,,21169,4,7
40 Pieces of Tobacco to be brought to Blackwater Freight Depot,Deposit,24,2,42,0,0,,22317,3,2
Deliver 60 units of Coal to Benedict Point,Deposit,568,2,42,0,0,,7891,3,5
Bring 2 Fox Carcasses to Rhodes,Hunting,959,9,42,0,0,,18038,3,17
20 Units of Coal in Crates to be delivered to 4 customers from Saint Denis to Big Valley,Delivery,624,11,42,0,0,,18864,2,3
5 Violet Snowdrops needed at Strawberry Medical Office,Deposit,175,1,42,0,0,,13258,1,11
Bring 5 Bowls of Potato Soup to the Saint Denis Soup Kitchen,Deposit,223,5,42,0,1,,22228,1,3
Deliver 8 Prairie Poppies to Beecher's Hope,Deposit,248,2,42,0,0,,22870,1,1
Deliver 20 crated coal to 6 businesses and homes,Delivery,642,11,42,1,0,,24042,1,2
Deliver 15 bottles of Moonshine to Saint Denis,Deposit,1292,4,42,0,0,,13163,1,1
Deliver 5 Violet Snowdrops to the Sain Denis Greenhouse,Deposit,200,1,43,0,0,,20789,31,262
10 Texas Bluebonnets requested at Caliga Hall,Deposit,257,2,43,0,0,,5858,6,0
Deliver 30 pieces of Flint to the hunters at Manzanita Post.,Deposit,279,4,43,0,0,,21042,4,17
Deliver 20 units of Coal to Bacchus Station,Deposit,524,4,43,0,0,,22758,4,13
Bring 2 Muskrat Carcasses to the butcher in Valentine,Hunting,938,7,43,0,0,,5384,3,6
Bring 3 Whitetail Deer Carcasses to Butcher's Creek Butcher,Hunting,1030,4,43,0,0,,11321,3,21
Deliver 10 Prairie Poppies to the Colter Medical Office,Deposit,132,2,43,0,0,,21128,2,16
Crates with 25 Coal each to be delivered to 3 customers in the South,Delivery,622,4,43,0,0,,21753,2,2
Deliver 5 Ram's Head Mushrooms to Valentine Medical,Deposit,165,4,43,0,0,,19535,1,55
10 Servings of Cornbread needed at Rhodes Church,Deposit,170,9,43,0,0,,23762,1,34
Bring 2 Pronghorn Carcasses to Valentine,Hunting,1049,2,43,1,0,,17321,1,17
Deliver 5 pieces of Fry Bread to the Colter Saloon,Deposit,76,3,44,0,0,,21275,6,44
Deliver 8 Prairie Poppies to Beecher's Hope,Deposit,247,2,44,0,1,,23775,6,3
5 Pieces of Indian Tobacco to be brought to Annesburg Depot,Deposit,37,1,44,0,0,,21551,5,3
Bring 8 Burdock Root to the Strawberry Medical Office,Deposit,126,3,44,0,0,,3590,3,6
Bring 5 Bowls of Peach Cobbler to the Colter Saloon,Deposit,89,1,44,0,0,,20976,2,3
10 Bird Feathers requested at Wapiti Village,Deposit,193,7,44,0,0,,20821,2,4
5 Pieces of Indian Tobacco needed at Armadillo Depot,Deposit,31,6,44,0,0,,16007,1,0
Travel to Ridgewood Farm and help out with chores.,RanchChores,1230,2,44,0,0,,17606,1,45
100 Rolled Cigarettes in crates to be delivered to 2 customers,Delivery,705,3,45,0,0,,14509,4,139
Bring 10 Texas Bluebonnets to the Roadside Caravan in Roanoke,Deposit,218,2,45,0,0,,18938,2,34
Bring 10 Chanterelles to the House at Lake Don Julio,Deposit,284,6,45,0,0,,15639,1,0
Deliver 10 glasses of Long Island Iced Tea to the saloon in Tumbleweed,Deposit,439,8,45,0,0,,11568,1,6
Deliver 10 English Mace to the Rhodes Medical Office,Deposit,142,5,46,0,0,,10707,9,50
Bring 40 Toe Nails to the Old Hut in the Grizzlies,Deposit,206,2,46,0,0,,16739,7,26
Bring 40 Teeth to the Old Hut in the Grizzlies,Deposit,214,4,46,1,0,,23173,7,17
Bring 1 Rabbit & 1 Deer Carcass to the butcher in Butcher's Creek,Hunting,942,7,46,0,0,,11191,6,52
Deliver 20 Bottles of Milk in crates to 4 customers. Last stop Colter.,Delivery,1081,7,46,0,0,,20384,6,67
Deliver 20 bottles of Moonshine to Rhodes,Deposit,1293,1,46,0,0,,21970,4,18
5 Agarita Wildflowers requested at Painted Sky Ranch,Deposit,281,1,46,0,1,,12221,3,114
10 Bird Feathers requested at Wapiti Village,Deposit,191,9,46,0,0,,22998,2,7
"Drop off crates of 20 coal to customers in Lagras, Caliga Hall, and Braithwaite Manor",Delivery,728,5,46,0,0,,20840,2,3
Bring 3 Perfect Deer Carcasses to the butcher in Rhodes,Hunting,914,15,46,2,0,,14136,2,8
Deliver 30 oranges to the general store in Valentine,Deposit,1253,0,46,0,0,,18503,2,1
5 Pieces of Indian Tobacco to be brought to Saint Denis Docks,Deposit,30,2,46,0,0,,23800,1,8
Crates with 30 Coal each to be delivered to 6 locations,Delivery,613,12,46,1,0,,21940,1,2
Bring 3 Whitetail Deer Carcasses to the Blackwater Butcher,Hunting,902,6,46,0,0,,23118,1,3
Bring 2 Pronghorn Carcasses to the Valentine Butcher,Hunting,910,3,46,0,0,,23302,1,1
Crates of 40 units of Coal each to be delivered 4 locations. Last stop Colter.,Delivery,1076,14,47,0,0,,22147,12,28
Bring 5 Pronghorn Carcasses to the Blackwater Butcher,Hunting,1006,1,47,0,0,,21917,5,212
5 Agarita Wildflowers needed at the Emerald Speakeasy,Deposit,252,2,47,1,0,,24009,3,14
Bring 3 Whitetail Deer Carcasses to the Rhodes Butcher,Hunting,911,3,47,0,0,,23806,3,1
Haul 20 units of Coal to Doyle's Tavern in Saint Denis,Deposit,1141,2,47,0,0,,10328,3,6
Deliver 1 Alpine Goat carcass to the butcher in Armadillo.,Hunting,1073,10,47,0,0,,22080,2,8
Deliver 15 bottles of Moonshine to Twin Rocks,Deposit,392,4,47,0,0,,23379,1,11
Travel to Hill Haven Ranch and complete chores.,RanchChores,1205,6,47,0,0,,23126,1,7
Deliver 15 bottles of Moonshine to the hoggery.,Deposit,1300,2,48,0,0,,20452,7,135
Haul 20 units of Coal to the church in Valentine,Deposit,1140,4,48,0,0,,23943,4,3
Deliver 10 Prairie Poppies to the Colter Medical Office,Deposit,134,4,48,0,1,,17646,1,20
15 Glasses of Lemonade are needed at the Armadillo General Store,Deposit,238,2,48,0,1,,24077,1,0
Deliver 5 bottles of Moonshine to Annesburg,Deposit,1289,2,48,0,0,,23293,1,3
Drop off crates of 15 Moonshine in 5 locations.,Delivery,731,23,49,34,0,,22468,6,46
Crates with 40 Coal each to be delivered to 8 customers,Delivery,892,3,49,2,0,,18105,6,38
Deliver 6 Medical Bags to Aguasdulces Circle,Deposit,335,3,49,0,0,,22474,2,4
Macfarlane's Ranch has work for you to complete.,RanchChores,1244,3,49,0,0,,19305,2,6
Deliver 5 bottles of Moonshine to Adler Ranch,Deposit,443,3,50,1,0,,22565,27,77
Bring 3 Whitetail Deer Carcasses to the Rhodes Butcher,Hunting,912,7,50,0,0,,7667,23,87
5 Agarita Wildflowers requested at Painted Sky Ranch,Deposit,282,4,50,0,1,,15995,16,55
Crates of 10 bottles of Moonshine needed at 5 drop points,Delivery,745,17,50,26,0,,20839,12,52
Deliver 5 Ram's Head Mushrooms to Valentine Medical,Deposit,167,5,50,0,0,,23156,6,6
Bring 10 Milkweed to the Valentine Medical Office,Deposit,122,10,50,0,0,,19536,4,43
Bring 10 Thyme to the Bayou out in Lakay,Deposit,297,3,50,0,0,,20716,4,38
Travel to Beecher's Hope and help out with chores.,RanchChores,1224,2,50,0,0,,13651,2,30
Deliver 3 Gold Bars to the Abandoned Mansion near Van Horn,Deposit,508,0,50,0,0,,20360,1,9
Deliver 20 units of Coal to Annesburg Rail Yard,Deposit,527,10,50,0,0,,22107,1,2
Deliver 5 Violet Snowdrops to the Saint Denis Greenhouse,Deposit,199,3,51,0,0,,13852,22,42
10 Parasol Mushrooms requested at Saint Denis Medical,Deposit,158,4,51,0,0,,21192,12,60
Bring 10 Thyme to the Bayou out in Lakay,Deposit,295,1,51,0,0,,4709,5,6
Deliver 5 bottles of Moonshine to Cholla Springs,Deposit,385,3,51,0,0,,21297,5,19
